Obs,Shark_ID,lon,lat,Month,Day,Year,Season
1118,68529,-79.07692367,27.91064878,4,3,2011,Cold
1119,68529,-79.09165744,27.86164605,4,4,2011,Cold
1120,68529,-79.17246971,27.97063043,4,5,2011,Cold
1121,68529,-79.40896456,28.49705651,4,6,2011,Cold
1122,68529,-79.31030689,28.84407587,4,7,2011,Cold
1123,68529,-79.15002683,28.53811785,4,8,2011,Cold
1124,68529,-79.08513845,28.24742434,4,9,2011,Cold
1125,68529,-78.89699383,27.67003038,4,10,2011,Cold
1126,68529,-78.86429694,27.52657362,4,11,2011,Cold
1127,68529,-78.67234437,27.88506199,4,12,2011,Cold
1128,68529,-78.33955834,28.23701958,4,13,2011,Cold
1129,68529,-78.03432273,28.28350002,4,14,2011,Cold
1130,68529,-78.72952852,29.33612702,4,15,2011,Cold
1131,68529,-78.72215269,30.21183257,4,16,2011,Cold
1132,68529,-77.8304276,29.99903974,4,17,2011,Cold
1133,68529,-77.68673527,29.86114765,4,18,2011,Cold
1134,68529,-77.56232737,30.04573312,4,19,2011,Cold
1135,68529,-77.6831875,30.12169761,4,20,2011,Cold
1136,68529,-77.74523257,29.9588702,4,21,2011,Cold
1137,68529,-78.17643785,29.86790334,4,22,2011,Cold
1138,68529,-78.49348258,29.83196519,4,23,2011,Cold
1139,68529,-78.97503772,29.54447471,4,24,2011,Cold
1140,68529,-79.62142479,29.65479495,4,25,2011,Cold
1141,68529,-79.90688564,30.18746831,4,26,2011,Cold
1142,68529,-79.45600724,30.63487767,4,27,2011,Cold
1143,68529,-79.1711475,30.74151083,4,28,2011,Cold
1144,68529,-79.26037148,30.64888938,4,29,2011,Cold
1145,68529,-79.44638231,30.90837822,4,30,2011,Cold
1146,68529,-79.5117697,31.31850699,5,1,2011,Warm
1147,68529,-78.94789846,30.83472093,5,2,2011,Warm
1148,68529,-78.59394699,30.55884252,5,3,2011,Warm
1149,68529,-78.72601279,30.36403185,5,4,2011,Warm
1150,68529,-78.96156174,30.20156828,5,5,2011,Warm
1151,68529,-79.29120626,30.08784268,5,6,2011,Warm
1152,68529,-79.42581279,30.62532829,5,7,2011,Warm
1153,68529,-79.27992027,30.72069635,5,8,2011,Warm
1154,68529,-79.13746016,30.79656716,5,9,2011,Warm
1155,68529,-79.16315482,30.86407678,5,10,2011,Warm
1156,68529,-79.19488359,30.57794004,5,11,2011,Warm
1157,68529,-79.3161774,30.58112444,5,12,2011,Warm
1158,68529,-79.30874642,30.65454459,5,13,2011,Warm
1159,68529,-79.27966371,30.30285732,5,14,2011,Warm
1160,68529,-79.52906144,30.2188989,5,15,2011,Warm
1161,68529,-79.34743658,30.60268246,5,16,2011,Warm
1162,68529,-79.24825893,30.74508571,5,17,2011,Warm
1163,68529,-79.26342111,30.28495414,5,18,2011,Warm
1164,68529,-79.44459099,30.37893402,5,19,2011,Warm
1165,68529,-79.25299323,30.68498055,5,20,2011,Warm
1166,68529,-79.0384902,30.57595002,5,21,2011,Warm
1167,68529,-79.2105487,30.28882309,5,22,2011,Warm
1168,68529,-79.55725837,29.93132496,5,23,2011,Warm
1169,68529,-79.52915539,29.95771458,5,24,2011,Warm
1170,68529,-79.34613487,29.92562582,5,25,2011,Warm
1171,68529,-79.2889121,29.89914433,5,26,2011,Warm
1172,68529,-79.17276898,29.83530156,5,27,2011,Warm
1173,68529,-79.15577409,30.0524324,5,28,2011,Warm
1174,68529,-78.94323891,29.93241704,5,29,2011,Warm
1175,68529,-78.43201329,29.80816451,5,30,2011,Warm
1176,68529,-79.03289327,30.3680714,5,31,2011,Warm
1177,68529,-79.02655262,30.24238038,6,1,2011,Warm
1178,68529,-78.84417064,30.21401929,6,2,2011,Warm
1179,68529,-78.42263545,30.24164446,6,3,2011,Warm
1180,68529,-78.27961344,30.14730165,6,4,2011,Warm
1181,68529,-77.92314945,29.85765442,6,5,2011,Warm
1182,68529,-77.67204523,29.41026139,6,6,2011,Warm
1183,68529,-77.60139644,29.09963099,6,7,2011,Warm
1184,68529,-77.97279828,28.55635243,6,8,2011,Warm
1185,68529,-78.66358935,28.98318482,6,9,2011,Warm
1186,68529,-79.52160819,29.16232572,6,10,2011,Warm
1187,68529,-79.61473897,30.34468843,6,11,2011,Warm
1188,68529,-79.23814417,30.94714223,6,12,2011,Warm
1189,68529,-78.95776904,31.22729133,6,13,2011,Warm
1190,68529,-78.5706028,31.3421283,6,14,2011,Warm
1191,68529,-77.5964772,31.84164267,6,15,2011,Warm
1192,68529,-77.41223906,31.92604672,6,16,2011,Warm
1193,68529,-77.23966059,31.91953888,6,17,2011,Warm
1194,68529,-77.13883343,31.95438195,6,18,2011,Warm
1195,68529,-77.18281643,32.03233539,6,19,2011,Warm
1196,68529,-77.08872922,32.03751017,6,20,2011,Warm
1197,68529,-76.83086733,31.95117268,6,21,2011,Warm
1198,68529,-76.78803658,31.81155432,6,22,2011,Warm
1199,68529,-76.80607275,31.71021883,6,23,2011,Warm
1200,68529,-76.73748382,31.61645803,6,24,2011,Warm
1201,68529,-76.71799645,31.50103029,6,25,2011,Warm
1202,68529,-76.75504639,31.39438947,6,26,2011,Warm
1203,68529,-76.78489118,31.63425679,6,27,2011,Warm
1204,68529,-76.93063823,31.66007735,6,28,2011,Warm
1205,68529,-77.93569292,31.28335772,6,29,2011,Warm
1206,68529,-77.93336535,31.35037631,6,30,2011,Warm
1207,68529,-78.30159423,31.23217597,7,1,2011,Warm
1208,68529,-78.7432063,31.08584133,7,2,2011,Warm
1209,68529,-79.06633443,30.96663756,7,3,2011,Warm
1210,68529,-78.82533368,30.88099791,7,4,2011,Warm
1211,68529,-78.67411921,30.80032395,7,5,2011,Warm
1212,68529,-78.59974274,31.45818666,7,6,2011,Warm
1213,68529,-78.47041718,31.7505968,7,7,2011,Warm
1214,68529,-77.8191434,31.35979973,7,8,2011,Warm
1215,68529,-77.42708956,31.16442146,7,9,2011,Warm
1216,68529,-77.73872923,31.32889838,7,10,2011,Warm
1217,68529,-77.79488594,31.34619877,7,11,2011,Warm
1218,68529,-77.52512857,30.89274747,7,12,2011,Warm
1219,68529,-78.2873625,30.81603155,7,13,2011,Warm
1220,68529,-78.24579415,30.67703634,7,14,2011,Warm
1221,68529,-79.04487178,30.63787939,7,15,2011,Warm
1222,68529,-79.64241836,30.6779112,7,16,2011,Warm
1223,68529,-79.61838746,31.18917611,7,17,2011,Warm
1224,68529,-80.44739454,31.28905316,7,18,2011,Warm
1225,68529,-80.45179692,30.87115864,7,19,2011,Warm
1226,68529,-80.34686521,30.20005767,7,20,2011,Warm
1227,68529,-80.32604503,29.51254578,7,21,2011,Warm
1228,68529,-80.62163694,29.00029344,7,22,2011,Warm
1229,68529,-80.7494119,28.8982535,7,23,2011,Warm
1230,68529,-80.33367284,28.85096198,7,24,2011,Warm
1231,68529,-79.43696072,28.96706403,7,25,2011,Warm
1232,68529,-78.69820732,29.09212362,7,26,2011,Warm
1233,68529,-78.22853046,29.07523113,7,27,2011,Warm
1234,68529,-77.73960366,29.09709973,7,28,2011,Warm
1235,68529,-77.73641238,28.83780654,7,29,2011,Warm
1236,68529,-78.06821459,28.64506461,7,30,2011,Warm
1237,68529,-78.10119834,28.37747053,7,31,2011,Warm
1238,68529,-78.22509505,28.25827831,8,1,2011,Warm
1239,68529,-78.49357018,28.390113,8,2,2011,Warm
1240,68529,-78.8114307,28.38594528,8,3,2011,Warm
1241,68529,-79.10890177,28.00708417,8,4,2011,Warm
1242,68529,-79.23170421,28.03606073,8,5,2011,Warm
1243,68529,-79.18294087,27.88796769,8,6,2011,Warm
1244,68529,-79.07005042,27.20457991,8,7,2011,Warm
1245,68529,-79.0457292,26.90412725,8,8,2011,Warm
1246,68529,-79.06661605,26.83828575,8,9,2011,Warm
1247,68529,-79.10734297,26.93227286,8,10,2011,Warm
1248,68529,-79.14254194,27.11060635,8,11,2011,Warm
1249,68529,-79.14684498,27.29792739,8,12,2011,Warm
1250,68529,-79.09488408,27.41931966,8,13,2011,Warm
1251,68529,-79.06277608,27.45131242,8,14,2011,Warm
1252,68529,-79.05927627,27.56777005,8,15,2011,Warm
1253,68529,-79.03617758,27.54416656,8,16,2011,Warm
1254,68529,-78.86112703,27.42816648,8,17,2011,Warm
1255,68529,-78.87570969,27.42027726,8,18,2011,Warm
1256,68529,-79.17562796,27.45003512,8,19,2011,Warm
1257,68529,-78.90361689,27.45174594,8,20,2011,Warm
1258,68529,-78.56752858,27.55774003,8,21,2011,Warm
1259,68529,-78.98682821,27.35126074,8,22,2011,Warm
1260,68529,-79.10250115,27.34553656,8,23,2011,Warm
1261,68529,-79.08801656,27.4084888,8,24,2011,Warm
1262,68529,-79.07353769,27.44479684,8,25,2011,Warm
1263,68529,-79.17006086,27.37940825,8,26,2011,Warm
1264,68529,-79.19341628,27.214898,8,27,2011,Warm
1265,68529,-79.21616717,27.26887833,8,28,2011,Warm
1266,68529,-79.22807227,27.30235528,8,29,2011,Warm
1267,68529,-79.22731733,27.29509281,8,30,2011,Warm
1268,68529,-79.22518769,27.26482883,8,31,2011,Warm
1269,68529,-79.23212463,27.22721926,9,1,2011,Warm
1270,68529,-79.25516528,27.19800869,9,2,2011,Warm
1271,68529,-79.28875669,27.1955748,9,3,2011,Warm
1272,68529,-79.29526053,27.22238247,9,4,2011,Warm
1273,68529,-79.24906002,27.29208576,9,5,2011,Warm
1274,68529,-79.1927123,27.36218625,9,6,2011,Warm
1275,68529,-79.15465928,27.40523735,9,7,2011,Warm
1276,68529,-79.16065076,27.39402237,9,8,2011,Warm
1277,68529,-79.19972304,27.35356479,9,9,2011,Warm
1278,68529,-79.26985644,27.2968912,9,10,2011,Warm
1279,68529,-79.36370567,27.23935329,9,11,2011,Warm
1280,68529,-79.47964174,27.18421152,9,12,2011,Warm
1281,68529,-79.59789639,27.13496224,9,13,2011,Warm
1282,68529,-79.70367552,27.0950698,9,14,2011,Warm
1283,68529,-79.78218503,27.06800164,9,15,2011,Warm
1284,68529,-79.81863081,27.05722475,9,16,2011,Warm
1285,68529,-79.79821876,27.06620123,9,17,2011,Warm
1286,68529,-79.70615479,27.0983826,9,18,2011,Warm
1287,68529,-79.53160949,27.15597859,9,19,2011,Warm
1288,68529,-79.25958479,27.24239866,9,20,2011,Warm
1289,68529,-79.05129576,27.30699218,9,21,2011,Warm
1290,68529,-79.01878362,27.31218828,9,22,2011,Warm
1291,68529,-79.04785306,27.29163133,9,23,2011,Warm
1292,68529,-79.05557886,27.27039185,9,24,2011,Warm
1293,68529,-79.0150102,27.25477316,9,25,2011,Warm
1294,68529,-78.95359875,27.24469397,9,26,2011,Warm
1295,68529,-78.88749043,27.24107283,9,27,2011,Warm
1296,68529,-78.83283114,27.24482738,9,28,2011,Warm
1297,68529,-78.80069298,27.25496623,9,29,2011,Warm
1298,68529,-78.81498864,27.27436478,9,30,2011,Warm
1299,68529,-78.86739098,27.29667469,10,1,2011,Warm
1300,68529,-78.94947569,27.31737164,10,2,2011,Warm
1301,68529,-79.06185669,27.32455272,10,3,2011,Warm
1302,68529,-79.16633474,27.30285356,10,4,2011,Warm
1303,68529,-79.23429018,27.23739198,10,5,2011,Warm
1304,68529,-79.31178989,27.18815652,10,6,2011,Warm
1305,68529,-79.44381946,27.21241502,10,7,2011,Warm
1306,68529,-79.51501284,27.27981282,10,8,2011,Warm
1307,68529,-79.30094251,27.2650488,10,9,2011,Warm
1308,68529,-79.15974101,27.246423,10,10,2011,Warm
1309,68529,-79.1332716,27.18057461,10,11,2011,Warm
1310,68529,-78.94722362,27.10510538,10,12,2011,Warm
1311,68529,-78.69068271,27.03704688,10,13,2011,Warm
1312,68529,-78.44298587,26.99283832,10,14,2011,Warm
1313,68529,-78.26973133,26.98101761,10,15,2011,Warm
1314,68529,-78.26307966,27.02398002,10,16,2011,Warm
1315,68529,-78.37858411,27.08835184,10,17,2011,Warm
1316,68529,-78.6037787,27.1524776,10,18,2011,Warm
1317,68529,-78.9041139,27.19799196,10,19,2011,Warm
1318,68529,-79.17933588,27.20987095,10,20,2011,Warm
1319,68529,-79.1744222,27.19121105,10,21,2011,Warm
1320,68529,-79.05322669,27.15986746,10,22,2011,Warm
1321,68529,-78.93114908,27.12841876,10,23,2011,Warm
1322,68529,-72.03542301,39.68732664,8,5,2012,Warm
1323,68529,-72.01185136,39.71673082,8,6,2012,Warm
1324,68529,-72.05239769,39.67574733,8,7,2012,Warm
1325,68529,-72.12161087,39.59914925,8,8,2012,Warm
1326,68529,-72.18946618,39.51604027,8,9,2012,Warm
1327,68529,-72.22766405,39.45544317,8,10,2012,Warm
1328,68529,-72.22505044,39.42762163,8,11,2012,Warm
1329,68529,-72.19675318,39.42243627,8,12,2012,Warm
1330,68529,-72.1504527,39.43549167,8,13,2012,Warm
1331,68529,-72.09382941,39.46237872,8,14,2012,Warm
1332,68529,-72.03456376,39.49868477,8,15,2012,Warm
1333,68529,-71.98033615,39.5400011,8,16,2012,Warm
1334,68529,-71.93882702,39.58192749,8,17,2012,Warm
1335,68529,-71.9177168,39.62007405,8,18,2012,Warm
1336,68529,-71.9186706,39.65152413,8,19,2012,Warm
1337,68529,-71.93693542,39.67558603,8,20,2012,Warm
1338,68529,-71.92641236,39.7051859,8,21,2012,Warm
1339,68529,-72.21371685,39.85960517,8,22,2012,Warm
1340,68529,-72.15348943,39.84325901,8,23,2012,Warm
1341,68529,-72.16082719,39.98973155,8,24,2012,Warm
1342,68529,-72.19951413,40.16721545,8,25,2012,Warm
1343,68529,-72.25701669,40.21845891,8,26,2012,Warm
1344,68529,-72.19709873,40.23395496,8,27,2012,Warm
1345,68529,-71.88205081,40.27614412,8,28,2012,Warm
1346,68529,-71.51976169,40.29582245,8,29,2012,Warm
1347,68554,-79.1804974,26.73888141,2,20,2011,Cold
1348,68554,-79.2804211,26.76276508,2,21,2011,Cold
1349,68554,-79.32329948,26.78900733,2,22,2011,Cold
1350,68554,-79.23779441,26.8112252,2,23,2011,Cold
1351,68554,-78.99367489,26.82485111,2,24,2011,Cold
1352,68554,-79.02832806,26.86163005,2,25,2011,Cold
1353,68554,-78.91742032,26.94845323,2,26,2011,Cold
1354,68554,-79.13099219,26.98703895,2,27,2011,Cold
1355,68554,-79.29786148,27.12392266,2,28,2011,Cold
1356,68554,-79.47625386,27.1680083,3,1,2011,Cold
1357,68554,-79.02021722,27.14543681,3,2,2011,Cold
1358,68554,-79.10333694,27.08936054,3,3,2011,Cold
1359,68554,-79.15030026,26.93032079,3,4,2011,Cold
1360,68554,-78.98506497,26.65694572,3,5,2011,Cold
1361,68554,-78.72588594,26.34178298,3,6,2011,Cold
1362,68554,-78.45991255,26.08016941,3,7,2011,Cold
1363,68554,-78.21523058,25.87742241,3,8,2011,Cold
1364,68554,-78.03705637,25.75090557,3,9,2011,Cold
1365,68554,-78.15376414,25.68073315,3,10,2011,Cold
1366,68554,-78.456092,25.65233304,3,11,2011,Cold
1367,68554,-78.81337742,25.64462175,3,12,2011,Cold
1368,68554,-79.14660813,25.65395819,3,13,2011,Cold
1369,68554,-79.35531475,25.67120265,3,14,2011,Cold
1370,68554,-79.34345797,25.68886708,3,15,2011,Cold
1371,68554,-79.0149985,25.69946739,3,16,2011,Cold
1372,68554,-78.42176728,25.69939583,3,17,2011,Cold
1373,68554,-78.04625302,25.67884918,3,18,2011,Cold
1374,68554,-77.94395845,25.65351695,3,19,2011,Cold
1375,68554,-78.24215661,25.62273051,3,20,2011,Cold
1376,68554,-78.58567937,25.58041618,3,21,2011,Cold
1377,68554,-78.71487262,25.51993181,3,22,2011,Cold
1378,68554,-78.44403447,25.43877526,3,23,2011,Cold
1379,68554,-78.17736894,25.33689113,3,24,2011,Cold
1380,68554,-78.2912069,25.22072324,3,25,2011,Cold
1381,68554,-78.33468517,25.11078956,3,26,2011,Cold
1382,68554,-78.24651148,25.08355428,3,27,2011,Cold
1383,68554,-78.46539865,25.27084692,3,28,2011,Cold
1384,68554,-79.18582937,25.77166696,3,29,2011,Cold
1385,68554,-79.71200355,26.77900291,3,30,2011,Cold
1386,68554,-79.64056826,27.78849758,3,31,2011,Cold
1387,68554,-79.084553,27.84148272,4,1,2011,Cold
1388,68554,-78.58232784,27.61571022,4,2,2011,Cold
1389,68554,-78.74367618,27.37614009,4,3,2011,Cold
1390,68554,-78.83882545,27.18782569,4,4,2011,Cold
1391,68554,-79.08871813,27.10821987,4,5,2011,Cold
1392,68554,-79.17826301,27.09942844,4,6,2011,Cold
1393,68554,-79.25884381,27.15618207,4,7,2011,Cold
1394,68554,-79.3404629,27.20908319,4,8,2011,Cold
1395,68554,-79.2068032,27.17079375,4,9,2011,Cold
1396,68554,-79.13456445,27.21847468,4,10,2011,Cold
1397,68554,-79.59373749,27.46020041,4,11,2011,Cold
1398,68554,-79.8348209,27.91741268,4,12,2011,Cold
1399,68554,-79.46029689,28.28654678,4,13,2011,Cold
1400,68554,-79.31677725,28.32102448,4,14,2011,Cold
1401,68554,-79.10087483,27.84753813,4,15,2011,Cold
1402,68554,-79.04449474,27.10101323,4,16,2011,Cold
1403,68554,-79.08252674,26.50780264,4,17,2011,Cold
1404,68554,-79.13225342,26.21015164,4,18,2011,Cold
1405,68554,-79.66741266,26.35246992,4,19,2011,Cold
1406,68554,-79.58412776,27.56129246,4,22,2011,Cold
1407,68554,-79.15804844,27.33434938,4,23,2011,Cold
1408,68554,-79.23957831,27.0756374,4,24,2011,Cold
1409,68554,-79.29288878,26.71571742,4,25,2011,Cold
1410,68554,-79.23455763,26.04253144,4,26,2011,Cold
1411,68554,-79.0441698,25.39390643,4,27,2011,Cold
1412,68554,-79.11257414,25.19706128,4,28,2011,Cold
1413,68554,-79.6756478,25.63584284,4,29,2011,Cold
1414,68554,-79.97292244,26.45033055,4,30,2011,Cold
1415,68554,-79.41287811,26.41160856,5,1,2011,Warm
1416,68554,-79.13010583,25.98858189,5,2,2011,Warm
1417,68554,-79.8163021,25.78293727,5,3,2011,Warm
1418,68554,-80.0488536,25.83128319,5,4,2011,Warm
1419,68554,-79.97751936,26.03407966,5,5,2011,Warm
1420,68554,-79.77278957,26.35844568,5,6,2011,Warm
1421,68554,-79.6051544,26.77138685,5,7,2011,Warm
1422,68554,-79.57892349,27.21777629,5,8,2011,Warm
1423,68554,-79.68815543,27.71481458,5,9,2011,Warm
1424,68554,-79.71835809,28.2365531,5,10,2011,Warm
1425,68554,-79.57514357,28.77652592,5,11,2011,Warm
1426,68554,-80.0615245,29.28894154,5,12,2011,Warm
1427,68554,-80.12492758,28.88783724,5,13,2011,Warm
1428,68554,-80.19062009,28.11988408,5,14,2011,Warm
1429,68554,-80.11192541,27.52815241,5,15,2011,Warm
1430,68554,-80.0453523,27.14870434,5,16,2011,Warm
1431,68554,-81.41814961,24.61923186,5,22,2011,Warm
1432,68554,-81.75828493,24.48512835,6,1,2011,Warm
1433,68554,-80.50173707,24.78464202,6,2,2011,Warm
1434,68554,-79.94619413,25.7486375,6,3,2011,Warm
1435,68554,-79.63357516,26.98119194,6,4,2011,Warm
1436,68554,-79.18463131,28.18661207,6,5,2011,Warm
1437,68554,-78.631362,29.14672117,6,6,2011,Warm
1438,68554,-78.29947494,29.77870899,6,7,2011,Warm
1439,68554,-77.89270221,30.33610078,6,8,2011,Warm
1440,68554,-77.89477898,30.93062871,6,9,2011,Warm
1441,68554,-76.9363791,31.61565956,6,10,2011,Warm
1442,68554,-76.31912939,32.38014679,6,11,2011,Warm
1443,68554,-75.61797473,33.21851954,6,12,2011,Warm
1444,68554,-75.27099981,34.17909106,6,13,2011,Warm
1445,68554,-74.45769961,35.27478096,6,14,2011,Warm
1446,68554,-73.47962557,36.34680619,6,15,2011,Warm
1447,68554,-72.51386433,37.22289443,6,16,2011,Warm
1448,68554,-72.20786606,37.87747251,6,17,2011,Warm
1449,68554,-72.96492076,38.29742951,6,18,2011,Warm
1450,68554,-73.22123308,38.48836521,6,19,2011,Warm
1451,68554,-73.28889403,38.52999429,6,20,2011,Warm
1452,68554,-73.4725903,38.48369294,6,21,2011,Warm
1453,68554,-73.4393024,38.39840388,6,22,2011,Warm
1454,68554,-73.33303641,38.21926111,6,23,2011,Warm
1455,68554,-72.77260712,37.96075506,6,24,2011,Warm
1456,68554,-72.14151326,38.12591641,6,25,2011,Warm
1457,68554,-71.74353216,38.7431527,6,26,2011,Warm
1458,68554,-71.42723075,39.37214292,6,27,2011,Warm
1459,68554,-71.13047526,39.88878256,6,28,2011,Warm
1460,68554,-70.99630462,40.09891163,6,29,2011,Warm
1461,68554,-71.46107624,39.96110591,6,30,2011,Warm
1462,68554,-71.5122325,39.93949441,7,1,2011,Warm
1463,68554,-71.32458622,40.00369845,7,2,2011,Warm
1464,68554,-71.3470108,39.84582116,7,3,2011,Warm
1465,68554,-71.70666979,39.67275942,7,4,2011,Warm
1466,68554,-72.06124842,39.43871352,7,5,2011,Warm
1467,68554,-72.3634977,39.19668982,7,6,2011,Warm
1468,68554,-72.36166447,39.26558723,7,7,2011,Warm
1469,68554,-71.8740369,39.67333982,7,8,2011,Warm
1470,68554,-71.4879293,39.98285631,7,9,2011,Warm
1471,68554,-70.83322222,40.02453792,7,10,2011,Warm
1472,68554,-70.46627218,39.94010463,7,11,2011,Warm
1473,68554,-69.84080375,39.51907259,7,12,2011,Warm
1474,68554,-69.45159351,38.97599206,7,13,2011,Warm
1475,68554,-68.66477583,38.86161152,7,14,2011,Warm
1476,68554,-67.22189025,38.85317521,7,15,2011,Warm
1477,68554,-66.61451246,38.82805686,7,16,2011,Warm
1478,68554,-67.76848966,38.76965913,7,17,2011,Warm
1479,68554,-69.63215151,38.73348186,7,18,2011,Warm
1480,68554,-71.31708784,38.77171341,7,19,2011,Warm
1481,68554,-71.93488852,38.93626601,7,20,2011,Warm
1482,68554,-72.50115474,39.20622026,7,21,2011,Warm
1483,68554,-72.30108765,39.35611329,7,22,2011,Warm
1484,68554,-71.77846865,39.2052134,7,23,2011,Warm
1485,68554,-71.90568038,39.26417264,7,24,2011,Warm
1486,68554,-72.13553975,39.75358866,7,25,2011,Warm
1487,68554,-71.80727323,39.82041087,7,26,2011,Warm
1488,68554,-71.61175201,39.89353221,7,27,2011,Warm
1489,68554,-71.51329674,39.95813062,7,28,2011,Warm
1490,68554,-71.71001696,39.9463816,7,29,2011,Warm
1491,68554,-71.42515641,39.79603441,7,30,2011,Warm
1492,68554,-71.2123768,39.41078836,7,31,2011,Warm
1493,68554,-72.05497446,39.03150784,8,1,2011,Warm
1494,68554,-72.64349985,38.78330001,8,2,2011,Warm
1495,68554,-72.72208641,38.74060663,8,3,2011,Warm
1496,68554,-72.6762765,38.85825314,8,4,2011,Warm
1497,68554,-72.47965949,39.11946137,8,5,2011,Warm
1498,68554,-72.08018332,39.46892307,8,6,2011,Warm
1499,68554,-71.97452875,39.51421332,8,7,2011,Warm
1500,68554,-72.2063026,39.31731517,8,8,2011,Warm
1501,68554,-72.3933028,39.38677483,8,9,2011,Warm
1502,68554,-72.41240718,39.23619416,8,10,2011,Warm
1503,68554,-72.12652809,39.316813,8,11,2011,Warm
1504,68554,-71.77932234,39.30074834,8,12,2011,Warm
1505,68554,-71.83416289,39.7117886,8,13,2011,Warm
1506,68554,-71.67912036,40.10436452,8,14,2011,Warm
1507,68554,-71.61407446,40.25268345,8,15,2011,Warm
1508,68554,-71.66569627,40.21948225,8,16,2011,Warm
1509,68554,-71.66648602,40.01764977,8,17,2011,Warm
1510,68554,-71.24888991,39.73648909,8,18,2011,Warm
1511,68554,-70.44872448,39.44573078,8,19,2011,Warm
1512,68554,-69.71643443,39.16525229,8,20,2011,Warm
1513,68554,-69.3200483,38.90679024,8,21,2011,Warm
1514,68554,-68.97303469,38.65085737,8,22,2011,Warm
1515,68555,-79.16644313,27.00220375,2,21,2011,Cold
1516,68555,-79.18034491,27.05913368,2,22,2011,Cold
1517,68555,-79.20436062,27.10525562,2,23,2011,Cold
1518,68555,-79.21764797,27.14404387,2,24,2011,Cold
1519,68555,-79.20120451,27.1748285,2,25,2011,Cold
1520,68555,-79.13599108,27.19691348,2,26,2011,Cold
1521,68555,-79.08472129,27.20574634,2,27,2011,Cold
1522,68555,-79.14053319,27.18544243,2,28,2011,Cold
1523,68555,-79.16012122,27.16304755,3,1,2011,Cold
1524,68555,-79.17801876,27.13727711,3,2,2011,Cold
1525,68555,-79.17644336,27.11529429,3,3,2011,Cold
1526,68555,-79.16714044,27.09898986,3,4,2011,Cold
1527,68555,-79.18125149,27.08723328,3,5,2011,Cold
1528,68555,-79.18813674,27.09335585,3,6,2011,Cold
1529,68555,-79.19441112,27.11982427,3,7,2011,Cold
1530,68555,-79.20913952,27.12710866,3,8,2011,Cold
1531,68555,-79.19760536,27.12187257,3,9,2011,Cold
1532,68555,-79.17229567,27.10815242,3,10,2011,Cold
1533,68555,-79.13367782,27.10747559,3,11,2011,Cold
1534,68555,-79.08158917,27.11687593,3,12,2011,Cold
1535,68555,-79.12734179,27.11936051,3,13,2011,Cold
1536,68555,-79.1637189,27.11552274,3,14,2011,Cold
1537,68555,-79.15755734,27.09299807,3,15,2011,Cold
1538,68555,-79.11003105,27.04231996,3,16,2011,Cold
1539,68555,-79.07415052,26.96433195,3,17,2011,Cold
1540,68555,-79.05798987,26.90559967,3,18,2011,Cold
1541,68555,-79.05519435,26.89688836,3,19,2011,Cold
1542,68555,-79.0267826,26.89506108,3,20,2011,Cold
1543,68555,-78.95861782,26.89869312,3,21,2011,Cold
1544,68555,-78.78002533,26.91585904,3,22,2011,Cold
1545,68555,-78.71567317,26.92273492,3,23,2011,Cold
1546,68555,-78.86904596,26.90865758,3,24,2011,Cold
1547,68555,-79.0491715,26.89014873,3,25,2011,Cold
1548,68555,-79.13597424,26.87776367,3,26,2011,Cold
1549,68555,-79.06489952,26.87946314,3,27,2011,Cold
1550,68555,-78.99772441,26.8881082,3,28,2011,Cold
1551,68555,-78.92447877,26.91347312,3,29,2011,Cold
1552,68555,-78.79012316,26.95729992,3,30,2011,Cold
1553,68555,-78.7514945,26.99983513,3,31,2011,Cold
1554,68555,-79.00639467,27.01775558,4,1,2011,Cold
1555,68555,-79.28542667,27.03848809,4,2,2011,Cold
1556,68555,-79.31030632,27.13812367,4,3,2011,Cold
1557,68555,-79.08240705,27.41772427,4,4,2011,Cold
1558,68555,-79.20821341,27.96108967,4,5,2011,Cold
1559,68555,-79.40328364,28.89910641,4,6,2011,Cold
1560,68555,-79.64558644,30.02998453,4,7,2011,Cold
1561,68555,-79.30815272,31.17127407,4,8,2011,Cold
1562,68555,-78.57510166,32.07286957,4,9,2011,Cold
1563,68555,-78.37134085,32.61240685,4,10,2011,Cold
1564,68555,-78.14461127,32.97812287,4,11,2011,Cold
1565,68555,-77.47445125,33.27886295,4,12,2011,Cold
1566,68555,-76.94550657,33.5464107,4,13,2011,Cold
1567,68555,-76.84520976,33.6118418,4,14,2011,Cold
1568,68555,-77.0760417,33.53947649,4,15,2011,Cold
1569,68555,-77.15078598,33.45775209,4,16,2011,Cold
1570,68555,-77.07389301,33.47626634,4,17,2011,Cold
1571,68555,-76.9874564,33.57514993,4,18,2011,Cold
1572,68555,-77.03120889,33.62414659,4,19,2011,Cold
1573,68555,-76.98980683,33.66963009,4,20,2011,Cold
1574,68555,-76.77077717,33.84565634,4,21,2011,Cold
1575,68555,-76.45111492,34.00357615,4,22,2011,Cold
1576,68555,-76.69460543,33.9328446,4,23,2011,Cold
1577,68555,-76.88209737,33.80414577,4,24,2011,Cold
1578,68555,-76.87829814,33.80325955,4,25,2011,Cold
1579,68555,-76.67483723,33.97851743,4,26,2011,Cold
1580,68555,-76.21792168,34.38804726,4,27,2011,Cold
1581,68555,-75.68714086,34.81912967,4,28,2011,Cold
1582,68555,-75.13961237,35.06065828,4,29,2011,Cold
